جنازة الفنان سيد زيان اليوم الفنان الكوميدي المصري بمشاركة بعض الفنانيين http://www.caironewss.com/102624/%d8%ac%d9%86%d8%a7%d8%b2%d8%a9-%d8%a7%d9%84%d9%81%d9%86%d8%a7%d9%86-%d8%b3%d9%8a%d8%af-%d8%b2%d9%8a%d8%a7%d9%86-%d8%a7%d9%84%d9%8a%d9%88%d9%85-%d8%a7%d9%84%d9%81%d9%86%d8%a7%d9%86-%d8%a7%d9%84%d9%83/ …pic.twitter.com/j4T86RzC9x,2
غياب الفنانون عن حضور جنازة الفنان سيد زيان http://www.almamlka-news.com/120634/%d8%ba%d9%8a%d8%a7%d8%a8-%d8%a7%d9%84%d9%81%d9%86%d8%a7%d9%86%d9%88%d9%86-%d8%b9%d9%86-%d8%ad%d8%b6%d9%88%d8%b1-%d8%ac%d9%86%d8%a7%d8%b2%d8%a9-%d8%a7%d9%84%d9%81%d9%86%d8%a7%d9%86-%d8%b3%d9%8a%d8%af …,2
بالصور.. 4 فنانين فى تشييع جنازة سيد زيان لمثواه الأخير https://www.youm7.com/story/2016/4/13/4-%D9%81%D9%86%D8%A7%D9%86%D9%8A%D9%86-%D9%81%D9%89-%D8%AA%D8%B4%D9%8A%D9%8A%D8%B9-%D8%AC%D9%86%D8%A7%D8%B2%D8%A9-%D8%B3%D9%8A%D8%AF-%D8%B2%D9%8A%D8%A7%D9%86-%D9%84%D9%85%D8%AB%D9%88%D8%A7%D9%87-%D8%A7%D9%84%D8%A3%D8%AE%D9%8A%D8%B1/2673983#.Vw6kdRr_TTY.twitter …,2
بالصور.. غياب الفنانين عن جنازة «سيد زيان» http://www.daialnahar.com/2016/04/13/%d8%a8%d8%a7%d9%84%d8%b5%d9%88%d8%b1-%d8%ba%d9%8a%d8%a7%d8%a8-%d8%a7%d9%84%d9%81%d9%86%d8%a7%d9%86%d9%8a%d9%86-%d8%b9%d9%86-%d8%ac%d9%86%d8%a7%d8%b2%d8%a9-%d8%b3%d9%8a%d8%af-%d8%b2%d9%8a%d8%a7/ …pic.twitter.com/WLElF2U7Wc,2
بالصور.. 4 فنانين فى تشييع جنازة سيد زيان لمثواه الأخير http://www.youm7.com/story/2016/4/13/%D8%A8%D8%A7%D9%84%D8%B5%D9%88%D8%B1-4-%D9%81%D9%86%D8%A7%D9%86%D9%8A%D9%86-%D9%81%D9%89-%D8%AA%D8%B4%D9%8A%D9%8A%D8%B9-%D8%AC%D9%86%D8%A7%D8%B2%D8%A9-%D8%B3%D9%8A%D8%AF-%D8%B2%D9%8A%D8%A7%D9%86-%D9%84%D9%85%D8%AB%D9%88%D8%A7%D9%87-%D8%A7%D9%84%D8%A3%D8%AE%D9%8A%D8%B1/2673983#.Vw6YBIuqAAM.twitter …,2
بالصور.. 4 فنانين فى تشييع جنازة سيد زيان لمثواه الأخير http://www.youm7.com/story/2016/4/13/4_%D9%81%D9%86%D8%A7%D9%86%D9%8A%D9%86_%D9%81%D9%89_%D8%AA%D8%B4%D9%8A%D9%8A%D8%B9_%D8%AC%D9%86%D8%A7%D8%B2%D8%A9_%D8%B3%D9%8A%D8%AF_%D8%B2%D9%8A%D8%A7%D9%86_%D9%84%D9%85%D8%AB%D9%88%D8%A7%D9%87_%D8%A7%D9%84%D8%A3%D8%AE%D9%8A%D8%B1/2673983#.Vw6WwGrCT0o.twitter …,2
بالفيديو:الفنانون يغيبون عن جنازة الفنان سيد زيان - http://alaanonline.com/2016/04/13/%d8%a8%d8%a7%d9%84%d9%81%d9%8a%d8%af%d9%8a%d9%88%d8%a7%d9%84%d9%81%d9%86%d8%a7%d9%86%d9%88%d9%86-%d9%8a%d8%ba%d9%8a%d8%a8%d9%88%d9%86-%d8%b9%d9%86-%d8%ac%d9%86%d8%a7%d8%b2%d8%a9-%d8%a7%d9%84%d9%81/ …,2
"بالصور :الجيش يطلق 21 طلقة نارية فى جنازة الشهيد مدحت اسطفانوس بالمنيا
http://www.wataninet.com/%d8%a3%d8%ae%d8%a8%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d8%a7%d9%81%d8%b8%d8%a7%d8%aa/%d8%a7%d9%84%d9%85%d9%86%d9%8a%d8%a7/%d8%a8%d8%a7%d9%84%d8%b5%d9%88%d8%b1-%d8%a7%d9%84%d8%ac%d9%8a%d8%b4-%d9%8a%d8%b7%d9%84%d9%82-21-%d8%b7%d9%84%d9%82%d8%a9-%d9%86%d8%a7%d8%b1%d9%8a%d8%a9-%d9%81%d9%89-%d8%ac%d9%86%d8%a7%d8%b2%d8%a9/497021/ …",2
هذا ما قاله بنكيران في جنازة ميلود الشعبي http://www.almoustakil.com/37885-%d9%87%d8%b0%d8%a7-%d9%85%d8%a7-%d9%82%d8%a7%d9%84%d9%87-%d8%a8%d9%86%d9%83%d9%8a%d8%b1%d8%a7%d9%86-%d9%81%d9%8a-%d8%ac%d9%86%d8%a7%d8%b2%d8%a9-%d9%85%d9%8a%d9%84%d9%88%d8%af-%d8%a7%d9%84%d8%b4%d8%b9.html …,2
اعظم جنازه في تاريخ المملكة العربية السعودية .. جنازه فاقت جنازات الملوك والرؤساء . فيديو http://www.wasm1.com/%d8%a7%d8%b9%d8%b8%d9%85-%d8%ac%d9%86%d8%a7%d8%b2%d9%87-%d9%81%d9%8a-%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae-%d8%a7%d9%84%d9%85%d9%85%d9%84%d9%83%d8%a9-%d8%a7%d9%84%d8%b9%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a7%d9%84 …,2
